
============================================================
[2026-01-19T14:50:23.231700] Starting download for task 88
Command: /usr/bin/python3 main.py -c https://samsungu.udemy.com/course/khoa-hoc-ngu-phap-tieng-nhat-minna-no-nihongo-n5/ -b BXkdOY7L4dK19hrNj1GnplHFHoMbkXpiLlSn9dcU -o Staging_Download/Task_88 -q 720 --download-captions --download-assets --download-quizzes --concurrent-downloads 10 --continue-lecture-numbers
============================================================

============================================================
[LOGGING MODULE] Starting download process
============================================================
[02:50:24] [udemy-downloader] [pre_run:394] INFO: Output directory set to /root/project/server/udemy_dl/Staging_Download/Task_88
[02:50:24] [udemy-downloader] [pre_run:404] WARNING: > Keyfile not found! You won't be able to decrypt any encrypted videos!
[02:50:24] [udemy-downloader] [visit:1203] INFO: Visit request successful
[02:50:24] [udemy-downloader] [main:2044] INFO: > Fetching course information, this may take a minute...
[02:50:25] [udemy-downloader] [_handle_pagination:914] INFO: > Downloading data page 2/2
[02:50:26] [udemy-downloader] [main:2047] INFO: > Course information retrieved!
[02:50:39] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 1 of 23 =======
[02:50:43] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 1 of 149
[02:50:43] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:50:43] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:50:44] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:50:44] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:50:44] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 2 of 23 =======
[02:50:49] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 2 of 149
[02:50:49] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:50:49] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:50:52] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:50:52] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:50:59] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 3 of 149
[02:50:59] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:50:59] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:51:01] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:51:01] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:51:06] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 4 of 149
[02:51:06] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:51:06] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:51:08] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:51:08] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:51:12] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 5 of 149
[02:51:12] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:51:12] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:51:13] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:51:13] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:51:13] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 3 of 23 =======
[02:51:16] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 6 of 149
[02:51:16] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:51:16] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:51:18] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:51:18] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:51:22] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 7 of 149
[02:51:22] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:51:22] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:51:24] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:51:24] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:51:27] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 8 of 149
[02:51:27] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:51:27] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:51:29] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:51:29] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:51:34] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 9 of 149
[02:51:34] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:51:34] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:51:37] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:51:37] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:51:40] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 10 of 149
[02:51:40] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:51:40] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:51:41] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:51:41] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:51:41] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 4 of 23 =======
[02:51:45] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 11 of 149
[02:51:45] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:51:45] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:51:47] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:51:47] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:51:50] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 12 of 149
[02:51:50] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:51:50] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:51:53] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:51:53] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:51:57] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 13 of 149
[02:51:57] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:51:57] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:51:58] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:51:58] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:51:58] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 5 of 23 =======
[02:52:03] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 14 of 149
[02:52:03] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:52:03] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:52:05] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:52:05] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:52:10] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 15 of 149
[02:52:10] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:52:10] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:52:12] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:52:12] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:52:17] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 16 of 149
[02:52:17] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:52:17] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:52:20] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:52:20] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:52:26] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 17 of 149
[02:52:26] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:52:26] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:52:28] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:52:28] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:52:33] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 18 of 149
[02:52:33] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:52:33] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:52:35] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:52:35] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:52:39] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 19 of 149
[02:52:39] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:52:39] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:52:40] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:52:40] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:52:40] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 6 of 23 =======
[02:52:44] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 20 of 149
[02:52:44] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:52:44] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:52:46] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:52:46] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:52:50] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 21 of 149
[02:52:50] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:52:50] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:52:53] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:52:53] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:52:57] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 22 of 149
[02:52:57] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:52:57] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:52:59] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:52:59] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:53:04] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 23 of 149
[02:53:04] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:04] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:06] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:06] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:53:10] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 24 of 149
[02:53:10] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:10] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:11] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:11] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:53:11] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 7 of 23 =======
[02:53:15] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 25 of 149
[02:53:15] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:15] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:17] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:17] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:53:22] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 26 of 149
[02:53:22] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:22] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:23] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:23] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:53:27] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 27 of 149
[02:53:27] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:27] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:28] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:28] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:53:32] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 28 of 149
[02:53:32] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:32] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:34] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:34] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:53:37] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 29 of 149
[02:53:37] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:37] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:39] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:39] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:53:39] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 8 of 23 =======
[02:53:44] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 30 of 149
[02:53:44] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:44] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:46] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:46] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:53:52] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 31 of 149
