
============================================================
[2026-01-19T14:52:49.600365] Starting download for task 90
Command: /usr/bin/python3 main.py -c https://samsungu.udemy.com/course/hoc-chu-cai-tieng-nhat-cho-nguoi-moi/ -b BXkdOY7L4dK19hrNj1GnplHFHoMbkXpiLlSn9dcU -o Staging_Download/Task_90 -q 720 --download-captions --download-assets --download-quizzes --concurrent-downloads 10 --continue-lecture-numbers
============================================================

============================================================
[LOGGING MODULE] Starting download process
============================================================
[02:52:50] [udemy-downloader] [pre_run:394] INFO: Output directory set to /root/project/server/udemy_dl/Staging_Download/Task_90
[02:52:50] [udemy-downloader] [pre_run:404] WARNING: > Keyfile not found! You won't be able to decrypt any encrypted videos!
[02:52:50] [udemy-downloader] [visit:1203] INFO: Visit request successful
[02:52:50] [udemy-downloader] [main:2044] INFO: > Fetching course information, this may take a minute...
[02:52:52] [udemy-downloader] [_handle_pagination:914] INFO: > Downloading data page 2/2
[02:52:53] [udemy-downloader] [main:2047] INFO: > Course information retrieved!
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 16 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 17 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 18 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 19 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 20 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 21 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 23 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 24 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 25 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 26 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 27 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 28 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 29 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 30 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 31 of 144
[02:53:03] [udemy-downloader] [main:2151] INFO: Processing 32 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 33 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 34 of 144
[02:53:04] [udemy-downloader] [main:2187] INFO: Processing 36 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 38 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 40 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 41 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 42 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 43 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 44 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 46 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 48 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 50 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 51 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 52 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 53 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 54 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 56 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 57 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 58 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 59 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 60 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 61 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 63 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 64 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 65 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 66 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 68 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 69 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 70 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 71 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 72 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 73 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 75 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 76 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 77 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 78 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 79 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 80 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 82 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 83 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 84 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 85 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 86 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 87 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 89 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 90 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 91 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 92 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 93 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 95 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 96 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 97 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 98 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 99 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 100 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 101 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 103 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 104 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 105 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 106 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 107 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 108 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 110 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 111 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 112 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 113 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 114 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 115 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 117 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 118 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 119 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 120 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 121 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 122 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 123 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 124 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 126 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 127 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 128 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 129 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 130 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 131 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 133 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 134 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 135 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 136 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 138 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 139 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 140 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 141 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 142 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 143 of 144
[02:53:04] [udemy-downloader] [main:2151] INFO: Processing 144 of 144
[02:53:04] [udemy-downloader] [parse_new:1731] INFO: Chapter(s) (23)
[02:53:04] [udemy-downloader] [parse_new:1732] INFO: Lecture(s) (121)
[02:53:04] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 1 of 23 =======
[02:53:08] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 1 of 121
[02:53:08] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:08] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:09] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:09] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:53:09] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 2 of 23 =======
[02:53:13] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 2 of 121
[02:53:13] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:13] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:15] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:15] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:53:20] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 3 of 121
[02:53:20] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:20] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:22] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:22] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:53:29] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 4 of 121
[02:53:29] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:29] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:31] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:31] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:53:36] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 5 of 121
[02:53:36] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:36] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:37] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:37] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:53:43] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 6 of 121
[02:53:43] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:43] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:45] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:45] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:53:49] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 7 of 121
[02:53:49] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:49] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:51] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:51] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:53:55] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 8 of 121
[02:53:55] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:53:55] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:53:57] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:53:57] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:54:02] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 9 of 121
[02:54:02] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:54:02] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:54:03] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:54:03] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:54:07] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 10 of 121
[02:54:07] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:54:07] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:54:09] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:54:09] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:54:13] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 11 of 121
[02:54:13] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:54:13] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:54:15] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:54:15] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:54:22] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 12 of 121
[02:54:22] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:54:22] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:54:24] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:54:24] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:54:24] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 3 of 23 =======
[02:54:29] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 13 of 121
[02:54:29] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:54:29] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:54:31] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:54:31] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:54:37] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 14 of 121
[02:54:37] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:54:37] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:54:38] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:54:38] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:54:44] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 15 of 121
[02:54:44] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:54:44] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:54:46] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:54:46] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:54:52] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 16 of 121
[02:54:52] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:54:52] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:54:54] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:54:54] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:54:59] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 17 of 121
[02:54:59] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:54:59] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:55:00] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:55:00] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:55:06] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 18 of 121
[02:55:06] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:55:06] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:55:08] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:55:08] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:55:08] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 4 of 23 =======
[02:55:14] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 19 of 121
[02:55:14] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:55:14] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:55:15] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:55:15] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:55:23] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 20 of 121
[02:55:23] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:55:23] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:55:25] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:55:25] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:55:30] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 21 of 121
[02:55:30] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:55:30] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:55:31] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:55:31] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:55:36] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 22 of 121
[02:55:36] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:55:36] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:55:38] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:55:38] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:55:43] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 23 of 121
[02:55:43] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:55:43] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:55:46] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:55:46] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:55:50] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 24 of 121
[02:55:50] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:55:50] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:55:52] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:55:52] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:56:00] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 25 of 121
[02:56:00] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:56:00] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:56:02] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:56:02] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:56:09] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 26 of 121
[02:56:09] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:56:09] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:56:11] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:56:11] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:56:15] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 27 of 121
[02:56:15] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:56:15] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:56:17] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:56:17] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:56:24] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 28 of 121
[02:56:24] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:56:24] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:56:27] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:56:27] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:56:31] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 29 of 121
[02:56:31] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:56:31] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:56:33] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:56:33] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[02:56:39] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 30 of 121
[02:56:39] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:56:39] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:56:40] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:56:40] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:56:40] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 5 of 23 =======
[02:56:42] [udemy-downloader] [process_normal_quiz:1687] INFO:   > Processing quiz 1
[02:56:42] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 6 of 23 =======
[02:56:45] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 32 of 121
[02:56:45] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:56:45] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:56:47] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:56:47] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:56:47] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 7 of 23 =======
[02:56:51] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 33 of 121
[02:56:51] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:56:51] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:56:53] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:56:53] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:56:53] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 34 of 121
[02:56:53] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:56:53] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:56:54] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:56:54] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:56:58] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 35 of 121
[02:56:58] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:56:58] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:57:00] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
[02:57:00] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[02:57:06] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 36 of 121
[02:57:06] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[02:57:06] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[02:57:08] [udemy-downloader] [parse_new:1808] INFO: Processing 0 caption(s)...
