
============================================================
[2026-01-22T08:15:56.767713] Starting download for task 122
Command: /usr/bin/python3 main.py -c https://samsungu.udemy.com/course/microsoft-power-bi-up-running-with-power-bi-desktop/ -b BXkdOY7L4dK19hrNj1GnplHFHoMbkXpiLlSn9dcU -o Staging_Download/Task_122 -q 720 --download-captions --download-assets --download-quizzes --concurrent-downloads 10 --continue-lecture-numbers
============================================================

============================================================
[LOGGING MODULE] Starting download process
============================================================
[08:15:57] [udemy-downloader] [pre_run:394] INFO: Output directory set to /root/project/server/udemy_dl/Staging_Download/Task_122
[08:15:57] [udemy-downloader] [pre_run:404] WARNING: > Keyfile not found! You won't be able to decrypt any encrypted videos!
[08:15:58] [udemy-downloader] [visit:1203] INFO: Visit request successful
[08:15:58] [udemy-downloader] [main:2044] INFO: > Fetching course information, this may take a minute...
[08:15:59] [udemy-downloader] [_handle_pagination:914] INFO: > Downloading data page 2/2
[08:16:01] [udemy-downloader] [main:2047] INFO: > Course information retrieved!
[08:16:33] [udemy-downloader] [main:2187] INFO: Processing 52 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 54 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 55 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 56 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 57 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 58 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 59 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 60 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 61 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 62 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 63 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 64 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 65 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 66 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 67 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 68 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 69 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 70 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 71 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 72 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 73 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 74 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 75 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 76 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 77 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 78 of 216
[08:16:33] [udemy-downloader] [main:2187] INFO: Processing 79 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 81 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 82 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 83 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 84 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 85 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 86 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 87 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 88 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 89 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 90 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 91 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 92 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 93 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 94 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 95 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 96 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 97 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 98 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 99 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 100 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 101 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 102 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 103 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 104 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 105 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 106 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 107 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 108 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 109 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 110 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 111 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 112 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 113 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 114 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 115 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 116 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 117 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 118 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 119 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 120 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 121 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 122 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 123 of 216
[08:16:33] [udemy-downloader] [main:2187] INFO: Processing 124 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 126 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 127 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 128 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 129 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 130 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 131 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 132 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 133 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 134 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 135 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 136 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 137 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 138 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 139 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 140 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 141 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 142 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 143 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 144 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 145 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 146 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 147 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 148 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 149 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 150 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 151 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 152 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 153 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 154 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 155 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 156 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 157 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 158 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 159 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 160 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 161 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 162 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 163 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 164 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 165 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 166 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 167 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 168 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 169 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 170 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 171 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 172 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 173 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 174 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 175 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 176 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 177 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 178 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 179 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 180 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 181 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 182 of 216
[08:16:33] [udemy-downloader] [main:2187] INFO: Processing 183 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 185 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 186 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 187 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 188 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 189 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 190 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 192 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 193 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 194 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 195 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 196 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 197 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 198 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 200 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 201 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 202 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 203 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 204 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 205 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 206 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 207 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 208 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 210 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 211 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 212 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 213 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 214 of 216
[08:16:33] [udemy-downloader] [main:2151] INFO: Processing 216 of 216
[08:16:33] [udemy-downloader] [parse_new:1731] INFO: Chapter(s) (11)
[08:16:33] [udemy-downloader] [parse_new:1732] INFO: Lecture(s) (205)
[08:16:33] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 1 of 11 =======
[08:16:33] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 1 of 205
[08:16:33] [udemy-downloader] [parse_new:1822] INFO:     > Processing 1 asset(s) for lecture...
[08:16:37] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 2 of 205
[08:16:37] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[08:16:37] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[08:16:38] [udemy-downloader] [parse_new:1808] INFO: Processing 29 caption(s)...
[08:16:38] [udemy-downloader] [process_caption:1546] INFO:     >  Downloading caption: '002 Course Introduction_en.vtt'
[08:16:39] [udemy-downloader] [process_caption:1559] INFO:     > Converting caption to SRT format...
[08:16:39] [udemy-downloader] [process_caption:1561] INFO:     > Caption conversion complete.
[08:16:39] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[08:16:43] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 3 of 205
[08:16:43] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[08:16:43] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[08:16:44] [udemy-downloader] [parse_new:1808] INFO: Processing 29 caption(s)...
[08:16:44] [udemy-downloader] [process_caption:1546] INFO:     >  Downloading caption: '003 Meet Maven Analytics_en.vtt'
[08:16:44] [udemy-downloader] [process_caption:1559] INFO:     > Converting caption to SRT format...
[08:16:44] [udemy-downloader] [process_caption:1561] INFO:     > Caption conversion complete.
[08:16:44] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[08:16:47] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 4 of 205
[08:16:47] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[08:16:47] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[08:16:48] [udemy-downloader] [parse_new:1808] INFO: Processing 29 caption(s)...
[08:16:48] [udemy-downloader] [process_caption:1546] INFO:     >  Downloading caption: '004 Course Structure & Outline_en.vtt'
[08:16:48] [udemy-downloader] [process_caption:1559] INFO:     > Converting caption to SRT format...
[08:16:48] [udemy-downloader] [process_caption:1561] INFO:     > Caption conversion complete.
[08:16:48] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[08:16:48] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 5 of 205
[08:16:48] [udemy-downloader] [parse_new:1822] INFO:     > Processing 5 asset(s) for lecture...
[08:16:55] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 6 of 205
[08:16:55] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[08:16:55] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[08:16:56] [udemy-downloader] [parse_new:1808] INFO: Processing 29 caption(s)...
[08:16:56] [udemy-downloader] [process_caption:1546] INFO:     >  Downloading caption: '006 Introducing the Course Project_en.vtt'
[08:16:56] [udemy-downloader] [process_caption:1559] INFO:     > Converting caption to SRT format...
[08:16:56] [udemy-downloader] [process_caption:1561] INFO:     > Caption conversion complete.
[08:16:56] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[08:16:59] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 7 of 205
[08:16:59] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[08:16:59] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[08:17:01] [udemy-downloader] [parse_new:1808] INFO: Processing 29 caption(s)...
[08:17:01] [udemy-downloader] [process_caption:1546] INFO:     >  Downloading caption: '007 Setting Expectations_en.vtt'
[08:17:01] [udemy-downloader] [process_caption:1559] INFO:     > Converting caption to SRT format...
[08:17:01] [udemy-downloader] [process_caption:1561] INFO:     > Caption conversion complete.
[08:17:01] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[08:17:01] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 2 of 11 =======
[08:17:05] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 8 of 205
[08:17:05] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[08:17:05] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[08:17:06] [udemy-downloader] [parse_new:1808] INFO: Processing 29 caption(s)...
[08:17:06] [udemy-downloader] [process_caption:1546] INFO:     >  Downloading caption: '008 Section Introduction_en.vtt'
[08:17:07] [udemy-downloader] [process_caption:1559] INFO:     > Converting caption to SRT format...
[08:17:07] [udemy-downloader] [process_caption:1561] INFO:     > Caption conversion complete.
[08:17:07] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[08:17:09] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 9 of 205
[08:17:09] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[08:17:09] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[08:17:16] [udemy-downloader] [parse_new:1808] INFO: Processing 29 caption(s)...
[08:17:16] [udemy-downloader] [process_caption:1546] INFO:     >  Downloading caption: '009 Meet Power BI Desktop_en.vtt'
[08:17:16] [udemy-downloader] [process_caption:1559] INFO:     > Converting caption to SRT format...
[08:17:16] [udemy-downloader] [process_caption:1561] INFO:     > Caption conversion complete.
[08:17:16] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[08:17:19] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 10 of 205
[08:17:19] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[08:17:19] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[08:17:21] [udemy-downloader] [parse_new:1808] INFO: Processing 29 caption(s)...
[08:17:21] [udemy-downloader] [process_caption:1546] INFO:     >  Downloading caption: '010 Downloading Power BI_en.vtt'
[08:17:22] [udemy-downloader] [process_caption:1559] INFO:     > Converting caption to SRT format...
[08:17:22] [udemy-downloader] [process_caption:1561] INFO:     > Caption conversion complete.
[08:17:22] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[08:17:25] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 11 of 205
[08:17:25] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[08:17:25] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[08:17:27] [udemy-downloader] [parse_new:1808] INFO: Processing 29 caption(s)...
[08:17:27] [udemy-downloader] [process_caption:1546] INFO:     >  Downloading caption: '011 IMPORTANT Adjusting Settings_en.vtt'
[08:17:27] [udemy-downloader] [process_caption:1559] INFO:     > Converting caption to SRT format...
[08:17:27] [udemy-downloader] [process_caption:1561] INFO:     > Caption conversion complete.
[08:17:27] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[08:17:30] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 12 of 205
[08:17:30] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[08:17:30] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[08:17:32] [udemy-downloader] [parse_new:1808] INFO: Processing 29 caption(s)...
[08:17:32] [udemy-downloader] [process_caption:1546] INFO:     >  Downloading caption: '012 Power BI Desktop Interface & Workflow_en.vtt'
[08:17:32] [udemy-downloader] [process_caption:1559] INFO:     > Converting caption to SRT format...
[08:17:32] [udemy-downloader] [process_caption:1561] INFO:     > Caption conversion complete.
[08:17:32] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[08:17:35] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 13 of 205
[08:17:35] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[08:17:35] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[08:17:36] [udemy-downloader] [parse_new:1808] INFO: Processing 29 caption(s)...
[08:17:36] [udemy-downloader] [process_caption:1546] INFO:     >  Downloading caption: '013 Resources & Monthly Updates_en.vtt'
[08:17:37] [udemy-downloader] [process_caption:1559] INFO:     > Converting caption to SRT format...
[08:17:37] [udemy-downloader] [process_caption:1561] INFO:     > Caption conversion complete.
[08:17:37] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[08:17:37] [udemy-downloader] [process_normal_quiz:1687] INFO:   > Processing quiz 1
[08:17:37] [udemy-downloader] [parse_new:1754] INFO: ======= Processing chapter 3 of 11 =======
[08:17:40] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 15 of 205
[08:17:40] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[08:17:40] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[08:17:42] [udemy-downloader] [parse_new:1808] INFO: Processing 29 caption(s)...
[08:17:42] [udemy-downloader] [process_caption:1546] INFO:     >  Downloading caption: '015 Section Introduction_en.vtt'
[08:17:42] [udemy-downloader] [process_caption:1559] INFO:     > Converting caption to SRT format...
[08:17:42] [udemy-downloader] [process_caption:1561] INFO:     > Caption conversion complete.
[08:17:42] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[08:17:47] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 16 of 205
[08:17:47] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
[08:17:47] [udemy-downloader] [process_lecture:1603] INFO:       ====== Selected quality: video 720
[08:17:49] [udemy-downloader] [parse_new:1808] INFO: Processing 29 caption(s)...
[08:17:49] [udemy-downloader] [process_caption:1546] INFO:     >  Downloading caption: '016 Power BI Front-End vs. Back-End_en.vtt'
[08:17:49] [udemy-downloader] [process_caption:1559] INFO:     > Converting caption to SRT format...
[08:17:49] [udemy-downloader] [process_caption:1561] INFO:     > Caption conversion complete.
[08:17:49] [udemy-downloader] [parse_new:1822] INFO:     > Processing 0 asset(s) for lecture...
[08:17:54] [udemy-downloader] [parse_new:1782] INFO:   > Processing lecture 17 of 205
[08:17:54] [udemy-downloader] [process_lecture:1598] INFO:       > Lecture doesn't have DRM, attempting to download...
